bpm,genre,title,artist
102,ELECTRO POP,being torn the sky,猫叉Master+ feat.JUNE
181,HAPPY HARDCORE,bloomin' feeling,Ryu☆
180,SUBLIME TECHNO,CaptivAte～裁き～(SUBLIME TECHNO MIX),Remixed by DJ YOSHITAKA
30-240,NEXT SKOOL BREAKBEATS HARDCORE,D,Eagle
183,DRUM & BASS,DAWN -THE NEXT ENDEAVOUR-,L.E.D. fw.堀澤麻衣子
160,EUROBEAT,Dazzlin' Darlin-秋葉工房mix-,Remixed by DJ Command
175,UK HARDCORE,DESIRE,M-Project fw. GUHROOVY
196,HARDCORE,DOMINION,L.E.D.-G
152,WHITE SEQUENCE,DROP,dj TAKA feat.Kanako Hoshino
185,TRANCE CORE,Elisha,DJ YOSHITAKA
173,CYBERPUNK,Empire State Glory,Dirty Androids
135-270,HARDCORE,eRAseRmOToRpHAntOM,L.E.D.-G VS GUHROOVY
185,HARD RENAISSANCE,Evans
[N][H] Evans -prototype-,DJ YOSHITAKA
188,HARDCORE,EXUSIA,L.E.D.-G
170,EXPERIMENTAL MUSIC,G59,怒れる金の獅子
165,HARDCORE TECHNO,GALGALIM,L.E.D.
150,TECHNO,GOLDEN CROSS,dj REMO-CON VS dj TAKA
143,TECH DANCE,Hydrogen Blueback,MAD CHILD
155,EUROBEAT,IN THE NAME OF LOVE,Y&Co.feat.Erica
166,EUROBEAT,Keep it-秋葉工房mix-,DJ Command feat. NAGISA
130,ELECTRO,Last Burning,Dirty Androids
140,BUBBLEGUM DANCE,Light Shine,Ryu☆
160,BUCHIAGE TRANCE,MIRACLE MEETS,Lucky Vacuum
188,TECHNO POP SPEED,mosaic,Auridy
200,ONLY ONE IDOL SONG,NEW SENSATION -もう、あなたしか見えない-,SUPER HEROINE 彩香-AYAKA-
160,TECHNO POP,NoN-Fiction Story!,Creative Life
144,PSY TRANCE(MORNING),Programmed Sun,kors k
※,TRANCE,quell～the seventh slave～,dj TAKA Vs. DJ YOSHITAKA
155-175,ASTRAL CHOIR,Raison d'être～交差する宿命～,Zektbach
158,TECH-BREAKBEATS,Red. by Full Metal Jacket,DJ Mass MAD Izm*
158,ACTRESS,Roots of my way!,ナイア
79-178,ELECTRIC FUSION,Session 1 -Genesis-,PRASTIK DANCEFLOOR
85-170,ONLY ONE BALLAD,She is my wife,SUPER STAR 満-MITSURU-
155,HARDSTYLE,SOLID STATE SQUAD,kors k Vs. L.E.D.
185,EMO,Sorrows,Asako Yoshihiro
128,J-HOUSE,Special One,kors k feat. Suzuyo Miyamoto
185,DRUM & BASS,THE LAST STRIKER,L.E.D.
150,EPIC TRANCE,The Story Begins,SADA & Sota
170,INSANIO,かずあそび,CULTVOICE by S.S.D.PRODUCTS
148,J-POP,コスモス,TSU-NA
111,WORLD/ELECTRONICA,サヨナラ・ヘヴン,猫叉Master
140,WORLD/ELECTRONICA,水上の提督(Short mix from "幻想水滸伝V"),猫叉Master
182,POPS,たからもの,セリカ＆エリカ
164,DISTORTED NEW AGE,バビロニア,劇団レコード
132,STARPOP,未来のプリズム,星野奏子
※,VALSE,ワルツ第17番 ト短調"大犬のワルツ",virkato
162,TECHNO,Aegis,IT medalion
185,HARD RENAISSANCE,ALBIDA,DJ YOSHITAKA
156,STARPOP,Answer,星野奏子
151,LATIN TEK,ANTHEM LANDING,DJムラサメ
170,HARDCORE,Believe In Me,Uraken feat. Calyn Tsukishima
145,CROSSOVER HOUSE,BLUST OF WIND,Anemo=Aspel by MLREC.
116,DANCEHALL,Bounce Bounce Bounce,kors k feat.Kanata Okajima＆楽天斎
166,HARDCORE,Breaking the ground,Art of Fighters
148,TRANCE,Broken,dj TAKA feat.AiMEE
162,SYMPHONIC-TEK,BROKEN EDEN,MYTHOLOGIA by MLREC.
154,トレンディートランス,Dances with Snow Fairies,Dr.Honda
195,GIRLY ROCK,DAYDREAMER,ピンクターボ
155,ELECTRIC STEP,Destiny Sword,CAPACITY GATE
155,SPEED RAVE,DM STAR～関西 energy style～,NAOKI
178,GABBA,ELECTRIC MASSIVE DIVER,L.E.D.-G
170,HARDCORE,Energy Drive,kevin energy
84,WINTER BALLADE,Eternal Tears,ツガル
148,ONLY ONE ANTHEM,Everlasting Resort,SUPER STAR 満-MITSURU-
165,HYPER FANTASIA,Fantasia,TЁЯRA
130,NU DISCO,Golden Palms,Dirty Androids
175,DRUM & BASS,I FIGHT ME,kobo feat. Marsha
146,ENERGETIC HAWAIIAN TRANCE,Kailua,kors k
175,UK HARDCORE,Let The Track Flow,Brisk & Ham
184,HAPPY CORE,Love♡km,dj TAKA feat. REN
173,MAGICAL POP,Medicine of love,イロハ＆リリナ
140,BUBBLEGUM DANCE,Mermaid girl,Cream puff
170,IIDX HANDZ UP!!,Never Fade Away,Sota Fujimori feat. dj MAX STEROID
200,TRANCE CORE,PARADISE LOST,Ryu☆ Vs. L.E.D.-G
149,HANDZ UP,passionate fate,Ryu☆
172,ANTHEM CORE,perditus†paradisus,iconoclasm
145,PSY TRANCE(FULL ON),Programmed Life,kors k
184,CYBER WALTZ,reunion,Tatsh
175,UK HARDCORE,Rock Da House,M-Project fw. GUHROOVY
37-444,SHOOTING WALTZ,SABER WING,TAG
181,HAPPY HARDCORE,Sakura Reflection,Ryu☆
184,HAPPY HARDCORE,sakura storm,Ryu☆
182-189,ROCKIN´ DRUM´N´BASS,Session 9 -Chronicles-,PRASTIK DANCEFLOOR
143,ENERGETIC TRANCE,Space Time,NISH
168,BUCHIAGE TRANCE,SPECIAL SUMMER CAMPAIGN!,Lucky Vacuum
100,R&B,Stay my side,DJ Yoshitaka feat.RINA
162,HARD DANCE,STELLAR WIND,L.E.D.
154,GOA TRANCE,THE BLACK KNIGHT,L.E.D.
155,TRANCE,THE DOOR INTO RAINBOW,L.E.D.
167,GOTH NU-STYLE GABBA,THE FALLEN,L.E.D.-G
182,VACATION DANCE,Tropical April,Risk Junk
152,PSYCHE FUSION,Vermillion,Mystic Moon
148,TECH-BREAKBEATS,Watch Out Pt.2,DJ Mass MAD Izm* VS.DJ Yoshitaka
165,SURF＆DUB,WE LOVE SHONAN,Studio Bongo Mango feat. Likkle Mai
127,RESORT HOUSE,WISE UP!,木之下慶行 feat.星野奏子
173,CANDY RAVE,Wuv U,kors k
160,DANCE POP,XANADU OF TWO,T.Kakuta With Starving Trancer＋森永真由美
90-180,IDM,ZETA～素数の世界と超越者～,Zektbach
100,WORLD/POPS,おおきなこえで,猫叉Master feat.Sana
186,NATSU MATSURI,かげぬい ～ Ver.BENIBOTAN ～,CULTVOICE by S.S.D.PRODUCTS
150,撫子メタル,黒髪乱れし修羅となりて,村正クオリア
153,BROKEN SAMBA BREAK,灼熱Beach Side Bunny,DJ Mass MAD Izm*
155,ELECLORE,旅人リラン,XOGO BRYKK
171,HAPPY HARDCORE,中華急行,Ryu☆
174,AURAL ADRENALINE,夕焼け ～Fading Day～,JAKAZiD
114,LA FABELO,A MINSTREL ～ ver. short-scape ～,KANTASIA by S.S.D. PRODUCTS
172,TECHNO,Almace,Qrispy Joybox
165,DANCE POP,ANAGRAMS I to Y,Mayumi Morinaga
163,TECH-BREAKBEATS,BLACK.by X-Cross Fade,DJ Mass MAD Izm*
158,WORLD/ELECTRONICA,CALL,猫叉Master
191,DANCE SPEED,Castle on the Moon,青龍
286,SPEED POP,Change the World,Tatsh feat.小田ユウ
160,TRANSCENDENTAL ETUDES,DIAVOLO,度胸兄弟
180,AKIBA RAVE,Drive Me Crazy,kors k feat.古川未鈴
182,J-CORE,Express Emotion,REDALiCE feat. Shihori
154,RENAISSANCE,F,D.J.Amuro
138,HARD Pf,ƒƒƒƒƒ,Five Hammer
180,DRUM'N'BASS,Far east nightbird,猫叉Master
175,CANDY HANDZ UP,Flip Flap,kors k
140,J-DANCE POP,Follow Tomorrow,HHH×MM×ST
208,ECCENTRIC,HAERETICUS,D.J.Amuro Vs MAX MAXIMIZER
181,HAPPY HARDCORE,I'm so Happy,Ryu☆
190,DRUM'N'BASS,Infinite cave,猫叉Master+
177,PROGRESSIVE ROCK,In the Blackest Den,Bulluvegola
190,LOUD TECH,LAX5 feat.Ryota Yoshinari,Katana Sounds
165,PLATINUM J-POP ONE,LETHEBOLG ～双神威に斬り咲けり～,TЁЯRA
134,ELECTRO,Liquid Crystal Girl feat. echo,kmp
173,DRUM'N'BASS,LOVE B.B.B,SWAN K feat. Asuka M
160,DREAM TRANCE,Lucky Days,Sota Fujimori feat. Kanako Hoshino
150,EUROBEAT,Mermaid girl-秋葉工房 MIX-,Remixed by DJ Command
131,80's ELECTRO HOUSE,Miami Sunset Drive,Dirty Androids
101-202,ELECTRO GOTHIC,NNRT,Levaslater
176,HARD NRG,Phoenix,Hommarju
198,NU PROGRESSIVE,prompt,w×s ft.*spiLa*
152,TECHNO,QUANTUM TELEPORTATION,L.E.D.
182-186,HAPPY,quaver♪,Risk Junk
172,RAVE FUSION,Quick Silver,Mystic Moon
146,TECH DANCE,Release The Music,kors k
184,MYSTERIOUS ROCK,RESISTANCE,セリカ
145,HYPER ELECTRO,Round and Round,Masayoshi Minoshima feat. 綾倉盟
85-170,ONLY ONE FINALE,SA.YO.NA.RA. SUPER STAR,SUPER STAR 満-MITSURU-
217,HARD ROCK,Scharfrichter,Ashemu
180,VALIANT BEAT,Several Words,CAPACITY GATE
151,TECHNO,SHADE,DJ MURASAME vs dj Killer
145,TECH-BREAKBEATS,Snake Stick,DJ Yoshitaka VS. DJ Mass MAD Izm*
200,ELECTRIC POMP,Snow Goose,Mutsuhiko Izumi
148,TRANCE,Star Trail,Nhato
200,CYBER PUNK,The Limbo,STN
150,HARD TRANCE,The Sampling Paradise,Mamonis
188,RAVERS DANCE SPEED,Thunderbolt,雷龍
194,DRUMSTEP,TITANS RETURN,L.E.D.
185,SACRED TRANCE,Todestrieb,Rche
140,TECH DANCE,Voxane,Remo-con
165,HARD TRANCE,WONDER WALKER,L.E.D.
190,TERROR CORE,YAKSHA,Neulakyussra
187,TEK-TRANCE,yellow head joe,S-C-U
174,DRUM'N'BASS,Yellow Sunrise,xac
168,EURO RAVE,24th Century BOY,Tatsh
177,HARDCORE,532nm,Ryu☆
170,ORIENTAL MYTHOLOGY,蛇神,Zektbach
140,POP,陽炎,星野奏子
260,トレンディーフュージョン,君のハートにロックオン,Dr.Honda
200,Hi-BLEEP,恋する☆宇宙戦争っ!!,Prim
280,PROGRESSIVE,子供の落書き帳,佐々木博史
139,NEO CLASSICAL DANCE,衰色小町メランコリア,iNO
97-194,BATTLE TRACK,聖人の塔,Beridzebeth
150,ANTHEM,天空の夜明け,Cuvelia
185,電波,突撃!ガラスのニーソ姫!,山本椛 (monotone)
196,HAPPY HARDCORE,ビューティフルレシート,Lucky Vacuum
164,SYMPHONIC-TEK,ユミル,MYTHOLOGIA by MLREC.
185,ELECTRO POP,Ascalon,Qrispy Joybox
190,SPEEDCORE,Beastie Starter,GUHROOVY
160,HARD DANCE,BLUE STRAGGLER,L.E.D.
160,SPACY TRANCE,BRAVE GLOW,SOUND HOLIC feat. Nana Takahashi
198,HARD REVOLUTION,CONCEPTUAL,Sota Fujimori 2nd Season
185,HARD ELECTRIC POP,Confiserie,L.E.D. vs S-C-U
128,LOUNGE POP,connective,猫叉Master feat.*spiLa*
205,BREAK CORE,Cookie Bouquets,L.E.D. vs TOMOSUKE fw.crimm
80-300,DARK PROGRESSIVE,DAY DREAM,Mutsuhiko Izumi
185,SYMPHONIC BREAK BEATS,Devilz Staircase,OSTER project
212,HARD RENAISSANCE,Elemental Creation,dj TAKA meets DJ YOSHITAKA
180,VACATION DANCE,examination leave,dj razzle dazzle
173,TRANCE CORE,FLOWER,DJ YOSHITAKA
141,HANDZ UP,Fly you to the star,Another Infinity feat. Mayumi Morinaga
180,SPEED DANCE,GAIA,猫叉L.E.D.Master+
180,KONAMI REMIX,GRADIUS 2012,Sota Fujimori
186,DRUM'N'BASS,Hollywood Galaxy,dj TAKA
155,NU RAVE,Howling,PON
136,NEW 80's,I know You know,Suke+Suke feat.Ribbon
142,HYPER ELECTRO,ILIAS,Masayoshi Minoshima feat. 坂上なち
260,ORBITALIC CORE,Illegal Function Call,U1-ASAMi
149,HEAVENLY TRANCE,In Heaven,Sota Fujimori
90-300,HARD RENAISSANCE,JOMANDA,DJ YOSHITAKA
150,TRANCE,Liberation,dj TAKA
181,HAPPY HARDCORE,Light and Cyber･･･,Tatsh
183,J-CORE,Little Star,REDALiCE feat. Ayumi Nomiya
140,NEO 80's EURO ELECTRO,LUV CAN SAVE U,HIDEKI NAGANUMA
111,JAZZ HOUSE,mnemoniq,youhei shimizu
145,TECH DANCE,Neonlights,DJ Noriken
※,NIENTE,neu,少年ラジオ
200,SPEED DANCE CORE,New Decade IIDX Edition,Sota F.
175,HARDCORE,New Lights,kors k
212,HAPPY GABBA,Plan 8,Ryu☆
164,ELECTRIC POP,planarian,S-C-U
188,DRUM'N'BASS,POINT ZERO,猫叉Master+
152,CLASSICAL PIANO,Präludium,Yuko Takahashi
170,HARD ELECTRONICA,Proof of the existence,猫叉Master+
179,DRUM'N'BASS,Rainbow after snow,猫叉Master feat.林ももこ
176,EMOTIONAL SENTENCE,Re:GENERATION,TAG feat. ERi
192,LOUNGECORE,rumrum triplets,yu_tokiwa.djw
155,PROGRESSIVE TRIBAL,Saturn,Mr.Saturn
150,ELECTRO POP,Shining World,DJ Genki feat. Yukacco
179,HI-SPEED FANTASY TUNE,SHION,DJ YOSHITAKA
177,DRUMSTEP,S!ck,Eagle
190-200,FREEFORM HARDCORE,Sol Cosine Job 2,DJ TECHNORCH
90-182,GRAVIOL,STULTI,MAX MAXIMIZER VS DJ TOTTO
160-166,LATIN EURO,SYNC-ANTHEM,Tatsh feat. 星野奏子
160,ORBITALIC REVOLUTION,Synergy For Angels,TAG×U1-ASAMi
175,EUROBEAT,Take My Life,Y&Co.
150,TRANSCENDENTAL ETUDES,Thor's Hammer,ユニバーサル度胸兄弟
287,PROGRESSIVE ROCK,Timepiece phase II,佐々木博史
287,PROGRESSIVE ROCK,Timepiece phase II (CN Ver.),佐々木博史
148,TRANCE,Time to Empress,dj TAKA feat.wac & secret K
153,STARPOP,To my star,星野奏子
164,ESSENTIALLY,True Blue,dj TAKA feat.AiMEE
186,ART CORE,Valanga,DJ TOTTO
185,TRANCE CORE,VALLIS-NERIA,DJ YOSHITAKA
191,UNIVERSAL J-CORE,VEGA,REDALiCE
110,DESERT ALTERNATIVE EDGE,YELLOW FROG from Steel Chronicle,劇団レコード
190,DUB STEP,ZED,USAO
210,SPACE REQUIEM,Zirkfied,iconoclasm
177,HARDCORE,405nm (Ryu☆mix),Another Infinity
150,CHIPTUNE,8bit Princess,seiya-murai feat. ALT
175,ROMANTIC SCHOOL VARIATIONS,ΕΛΠΙΣ,dj TAKA
173,ZODIAC ORACLE 7,アストライアの双皿,ZODIACSYNDICATE
167,想歌 梅,梅雪夜,Qrispy Joybox feat.mao
190,お米タル,お米の美味しい炊き方、そしてお米を食べることによるその効果。,大日本鉄倶楽部【あさき＆96】
149,FASCINATION,朧,HHH×MM×ST
210-360,SILENT,音楽,弁士カンタビレオ
166,NEO CLASSICAL DANCE,下弦の月,iNO
230,電波,カジノファイヤーことみちゃん,ARM feat. 山本椛＋Brasscapsule
151,TECHNO,仮想空間の旅人たち,DJ MURASAME
196,Hi-ν BLEEP,キャトられ♥恋はモ～モク,ギュ～っとしたい♥Prim
206,Hi-GOTH,狂イ咲ケ焔ノ華,覚醒ノPrim
187,TOY CONTEMPORARY,シュレーディンガーの猫,Cait Sith
200,CREATOR,創世ノート,PON+wac
197,AKIBA-POP,即席！脳直★ミュージックシステム,MOSAIC.WAV
180,PROGRESSIVE,たまゆら,佐々木博史
185,歌謡 DRUM & BASS,トリカゴノ鳳凰,L.E.D. Vs. 幽閉サテライト
190,Hi-CORE,†渚の小悪魔ラヴリィ～レイディオ†(IIDX EDIT),夏色ビキニのPrim
157,CYBER SYMPHONIC POP,メイメツ、フラグメンツ,中山真斗(Elements Garden)feat.桜川めぐ
165,LUCKY TECHNO,ラキラキ,Mutsuhiko Izumi & S-C-U
165,EPIC TECHNO,龍と少女とデコヒーレンス,黒猫ダンジョン
180,ARTCORE,Adularia,DJ TOTTO
165,HYPER GOTHIC BEAT,ALBA -黎明-,SOUND HOLIC feat. Nana Takahashi
178,DYNASTIC FREEFORM,Ancient Scapes,Durandal
182,NEUTRONICA,Atröpøs,sasakure.UK
188,RAVERS DANCE SPEED,BLUE DRAGON(雷龍RemixIIDX),青龍
180,TRANCECORE MEETS GABBA,BRAINSTORM,Hardcore United Tokyo(teranoid & DJ TECHNORCH)
150,ELECTRANCE,BRAVE OUT,nomico / DOWNFORCE
165,ILUZIO,Claiomh Solais,DJ Yoshitaka VS S.S.D.
190,PHARAO BEAM STEP,Cleopatrysm,ピラミッ℃
188,J-CORE,Close the World feat.a☆ru,天叢雲剣
191,DANCE SPEED,Critical Crystal,青龍
202,MASSIVE DANCE SPEED,Dark Fall,黒龍
196,DARK ELEMENT,DARK LEGACY,BaSTeT
175,SYMPHONIC BREAK BEATS,Devilz Sacrifice -贖罪の羊-,OSTER project
112,GLITCH HOP,diagram,Expander
180,UK HARDCORE,Elektrick U-Phoria,DJ Noriken
170,HEALING POP,Element of SPADA,猫叉Master feat.霜月はるか
188,HAPPY SAD CORE,Engraved Mark,Ryu☆ ∞ Des-ROW
155,EMOTIONAL SENTENCE,esrev:eR,TAG meets "eimy"
148,TECHNO,EXTREME MACH COLLIDER,L.E.D.
175,HARDCORE RAVE,Feel The Beat,Falsion
115,JAG GLITCH,Funny shuffle,猫叉Master+
178,BIG BEAT,HYENA,Hommarju
175,DRUM&BASS,Hypersonik,Eagle
201,REPLICANT CORE,Idola,iconoclasm feat.GUMI
208,J-CORE,Immortal,DJ NAGAI
146,Hi-TECH FULL ON,Insane Techniques,kors k
195,FUNKOT,INSOMNIA,ジャカルタファンクブラザーズ
180,SYMPHONIC BREAKS,into the battlefield,the wandering bard
195,TRIBE CORE,invoker,Caladborg
172,ONLY ONE MOMENT,I will be back -オレは帰ってきた-,SUPER STAR 満-MITSURU-
170,HEAVY METAL,KAISER PHOENIX,96
180,PROGRESSIVE GOSPEL,KHAMEN BREAK,くふおー
180,DRUM'N'BASS,LA FESTA LA VITA!!,GUHROOVY
150,HARD STACC,Last Dance,dj TAKA
162,TRANCE POP,Lighting Shower,TAG
140,UPBEAT,MAD ATTACK,HALFBY
185,HAPPY CORE,MAGIC & LOVE,DJ Genki feat. Yukacco
202,PIECED DOWNBEAT,M.D.Injection,Project B-
205,TOKYO STYLE SPEEDCORE,m1dy Deluxe,m1dy
210,FRENCHCORE,Miracle 5ympho X,USAO
165,ELECTRO POP,NPC World,PON
160-180,GABBER,Odin,Noizenecio
175,HARDCORE RAVE,Overload Frontier,DJ Shimamura
180,ANCIENT CIVILIZATION,Pharaoh,劇団レコード
180,VARIANT RAVE,PUNISHER,TAG×PON
111-222,RAVERS DANCE SPEED,ra'am,雷龍
156,BRIGHTNESS,rainbow guitar weeps,dj TAKA
182,POPS,Recollection,Noria
154,PSYCHEDELIC TRANCE,refractive index,Sota Fujimori
182,DRUMSTEP,RISE,Dirty Androids
177,HAPPY HARDCORE,RIZING YOU UP,Ryu☆
150,FULL ON,SCHWARZSCHILD FIELD,L.E.D.
200,REQUIEM PSY,Sigmund,Gram
173,WITHOUT YOU TONIGHT -VI-,Squeeze,VENUS feat. Mutsuhiko Izumi
173,NU STYLE GABBA,THE DETONATOR,teranoid VS L.E.D.-G
170,BREAKBEATS TRANCE,Unicorn tail,DJ YOSHITAKA
175,MAINSTREAM HARDCORE,Valgus,DJ Myosuke feat.yukacco
180,HARD NRG,Verflucht,Tyrfing
202,ROTTERDAM TECHNO,VOX UP,sampling masters MEGA vs 青龍
160,EUROBEAT,Wonder Girl feat. Kanae Asaba,Y&Co.
198,BLOOD METAL,IX,dj TAKA VS DJ TOTTO feat.藍
192,ASTRAL HARDCORE,ÆTHER,TAG underground
144,BLOOM FUSION,アルストロメリア,TAG
143,CYBER SYMPHONIC POP,お願いアインシュタイン,中山真斗 feat.桜川めぐ
193,J-POP,幻想系世界修復少女,Last Note.
180,ORIENTAL CORE,疾風迅雷,KUMOKIRI
192,JUVENILE DRUM & BASS,旋律のドグマ～Misérables～,楓璃夢=ジークフリード=ファイエルローゼン
130,乙女EDM,超!!遠距離らぶ♡メ～ル,ななひら
144,HYPER J-POP,罪と罰,Xceon feat. Mayumi Morinaga
145,ELECTRIC MANOUSH SWING,デッドボヲルdeホームラン,猫叉Masterβ2
180,ベースボールヒロイン,轟け！恋のビーンボール！！,ダイナミック野球兄弟 v.s. クロスファイヤーPrim
120-160,新世紀進歩的羽扇子音楽,廿,DJ TECHNORCH
208,J-SPEEDMETAL,バンブーソード・ガール,cosMo@暴走P
157,ZODIAC ORACLE X,牧神笛吹きて,楽士ゾディアック
183,HARD SYMPHONIC,煉獄のエルフェリア,猫叉Master+
159,HYDRO CORE,海神,兎々
145,AFRO-SAMBA,AFRO KNUCKLE,猫叉Master+
140-180,ART CORE,Amnolys,onoken
192,NEO CLASSICAL DANCE,Beat Radiance,iNO
140,WORLD/ELECTRONICA,Beyond The Earth,猫叉Master
175,HARDCORE RAVE,Blaze it UP!,DJ Shimamura
170,NU STYLE GABBA,BLUE MIRAGE,DJ CHUCKY
160,DUAL ANTIQUE,Broken Sword,金獅子 VS 麒麟
153,FULL ON,Chain of pain,kors k VS 猫叉Master+
185,HEALING DRUM'N'BASS,chrono diver -fragment-,猫叉Master feat.三澤 秋
185,CYBER DRUM & BASS,CHRONO DIVER -NORNIR-,L.E.D.
196,CHRONO BREAKS,Chrono Diver -PENDULUMs-,猫叉L.E.D.Master＋
128,PROGRESSIVE,Chronos,TAG
216,MAELSTROM,cinder,PHQUASE
140,LOST GROUND,COLOSSEUM,劇団レコード
160,FUTURE BASS,Cosmic Cat,8bit Moonside
205,HARD IRISH SYMPHONIC,Despair of ELFERIA,猫叉Master
170,RAGTIME CHIPTUNE,EBONY & IVORY,OSTER project
185,SACRED TRANCE,entelecheia,Rche
192,FALLIN APART CORE,Erosion Mark,kors k REASM Des-ROW
165,WORLD/ELECTRONICA,fallen leaves -IIDX edition-,猫叉Master
185,DUB COMEDY,FANTASTIC THREE,ジャカルタファンクブラザーズ
180,DRUM'N'BASS,Flashes,Dollscythe
160,PROGRESSIVE SCHRANZ,Gravigazer,DJ TOTTO
148,TECHNO,GUILTY,D.J.SETUP
180,GABBAH,HELL SCAPER -Last Escape Remix-,Remixed by DJ TECHNORCH fw.GUHROOVY
182,HAPPY HARDCORE,Hello Happiness,P*Light feat. mow*2
146,SYNTHETIC EDM,illuminate,Sota Fujimori
145,GOA TRANCE,IMPLANTATION,TOMOSUKE
123-142,HYBRID,In The Breeze,96 & Sota ft. Mayumi Morinaga
150,PSYCHEDELIC TRANCE,IXION,L.E.D.
141,ELECTRO TECH,Line 4 Ruin,Ryu☆
126,LIAISON,Ludus In Tenebris,Akhuta
225,TOKYO STYLE SPEEDCORE,m1dy Festival,m1dy
201,ARTCORE ROCK,Monopole.,cosMo＠暴走P
182,MAINSTREAM HARDCORE,NEO GENERATOR SEVEN,L.E.D.-G
192,PUMPCORE,Night sky,USAO
170,HARD EDM,No Tears,RoughSketch feat.Aikapin
150,HARDSTYLE,On My Wings(Hardstyle IIDX),kors k
150-160,SYSTEM BGM,PENDUAL TALISMAN,猫叉L.E.D.Master
143,HARD DANCE,Rave Saves You feat. Cardz (Exclusive IIDX Mix),REMO-CON
282,EDM SPEED,Rave*it!! Rave*it!!,機龍
149,SOLITUDE,Realize Maze,movies (moimoi×Xceon×Dai.)
150,TRANCESTEP,Reflux,Eagle
187,CHIPCORE,Sakura Mirage,Ryu☆
164,DIMENSION WAVE,SAMSARA,SOUND HOLIC feat. Nana Takahashi
135,EDM,Say YEEEAHH,kors k
180,J-CORE,Scarlet Moon,REDALiCE feat. Ayumi Nomiya
165,WORLD/ELECTRONICA,Scars of FAUNA,猫叉Master
160,MUSIC GAME TRADITIONAL,Shooting Fireball,dj TAKA
175,UK HARDCORE,Sounds Of Summer,Hommarju
172,RAGTIME FUTURE POP,SpaceLand☆TOYBOX,OSTER project
150,ELECTRO POP,Sweet Radar,DJ Genki feat. Yukacco
163,EPIC ELECTRONICA,Symmetry,猫叉Master
160,EUROBEAT,TA・DA☆YO・SHI,Y&Co.
200-264,PROGRESSIVE,The Least 100sec,Sasaki Hirofumi
165,DEEP SPECTRUM,TIEFSEE,SOUND HOLIC Vs. dj TAKA feat. YURiCa
197,MELODIC SPEED METAL,TOXIC VIBRATION,SOUND HOLIC Vs. T.Kakuta feat. YURiCa
205,GYPSYCORE,Vulkan,Hommarju
185,HAPPY HARDCORE,We're so Happy (P*Light Remix) IIDX ver.,Remixed by P*Light
154,INTELLIGENCE,ZZ,D.J.Amuro
85,DRUM'N'WALTZ,妖隠し -あやかしかくし-,DJ TOTTO feat.3L
160,HYPER J-POP,十六夜セツナ,Xceon feat.Mayumi Morinaga
161,ASURA TEK CORE,鬼天,兎々
190,ASTRAL DRUM & BASS,共鳴遊戯の華,アイテール魔導士隊
175,KANA-POP,恋は白帯、サンシロー,星野奏子
234,TIME TRIP JAZZ,時空トラベローグ,SWING HOLIC feat. A～YA
140,ムラクモ,少年は空を辿る,Power Of Nature
166,想歌 風,白露の風,Qrispy Joybox feat. 常盤ゆう
153,WORLD/ELECTRONICA,千年ノ理,猫叉Master
170,HAPPY VACAY CORE,全力 SPECIAL VACATION!! ～限りある休日～,DJ GW
182,Hi-歌謡コア,それは花火のような恋,夏色バーニングラブ☆Prim
156,JAPANESE TRADITIONAL,打打打打打打打打打打,ヒゲドライバー join. SELEN
150,PIECED EUPHORIA,超青少年ノ為ノ超多幸ナ超古典的超舞曲,Project B-
110-144,BLOOM FUSION,デンドロビウム,TAG
180,ドタバタ☆夏休み,ドッキン☆サマーあばんちゅーる,L.E.D.-G + Qrispy Joybox + ARM feat. ななひら
160,HYPER J-POP,取り残された美術(Arranged:HiZuMi),幽閉サテライト feat. senya
120,TROPICAL,とろぴかる倶楽部,HALFBY
190,HAPPY SUMMER CORE,夏色DIARY - L.E.D.-G STYLE MIX -,猫叉王子 feat.L.E.D.-G
160,電波ソング,パ→ピ→プ→Yeah!,ヒゲドライバー join. shully & Nimo
165,Hi-FUNK BREAKS,表裏一体！？怪盗いいんちょの悩み♥,◇◆噂の怪盗少女 ぷらずま★彡Prim◇◆
175,ぷろぐれっしぶ電波,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ARM(IOSYS) feat. 山本椛
179,A-STYLE DRUMSTEP,ベィスドロップ・フリークス,かめりあ feat. ななひら
181,J-CORE,紅牡丹,DJ NAGAI feat. a☆ru
185,きらめきコア,もっと！モット！ときめき feat. 松下,シャイニング度胸兄弟
200,OLDSTYLE GAMEMUSIC,リリーゼと炎龍レーヴァテイン,黒猫ダンジョン
170,DUBCORE,#The_Relentless,DJ Noriken
172,新世紀進歩的羽扇子音楽,Ｘ↑Ｘ↓,DJ TECHNORCH
128-145,Hi-TECH PSYTRANCE,Discloze,lapix
230,HOLIC,Invitation from Mr.C,C-Show
150,HARD DANCE,Acid Pumper,ni-21
200,HAPPY で HARDCORE,Angelic Jelly,t+pazolite
195,DANCE EXPRESS,AO-1,電龍
143,UPLIFTING TRANCE,Arcana,Maozon
156,POST J-TRADITIONAL,Aublia,onoken feat. ALIAKE
160,HARD DANCE,Battle Train -IIDX Edition-,Sota Fujimori
172,DREAM CORE,Blue Spring Express,DJ Scratch & Bend
158,FUTURE BASS,Central Station,Recycle
210,HARD STEP,chaos eater -IIDX edition-,猫叉Master+
145,TECHNO,CODE:1 [revision1.0.1],HEXA
